Id,Label,indegree,outdegree,Degree,eigencentrality,clustering,modularity_class,stat_inf_class,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum
2752,2752,2,1,3,0.047011,0.5,2852,14,0.5,1,1.5,0,0,0,0,0,11982
2753,2753,2,1,3,0.047011,0.5,2853,14,0.65,1,1.65,0,0,0,0,0,11981
2754,2754,2,1,3,0.047011,0.5,2854,14,0.501,1,1.501,0,0,0,0,0,11980
2755,2755,2,1,3,0.047011,0.5,2855,14,0,1,1,0,0,0,0,0,11979
2756,2756,2,1,3,0.047011,0.5,2856,14,0.67,1,1.67,0,0,0,0,0,11978
2757,2757,2,1,3,0.047011,0.5,2857,14,0.31,1,1.31,0,0,0,0,0,11977
2758,2758,2,1,3,0.047011,0.5,2858,14,0,1,1,0,0,0,0,0,11976
2759,2759,2,1,3,0.047011,0.5,2859,14,0,1,1,0,0,0,0,0,11975
2760,2760,2,1,3,0.047011,0.5,2860,14,0.8631,1,1.8631,0,0,0,0,0,11974
2761,2761,2,1,3,0.047011,0.5,2861,14,0.49,1,1.49,0,0,0,0,0,11973
2762,2762,2,1,3,0.047011,0.5,2862,14,0,1,1,0,0,0,0,0,11972
2763,2763,2,1,3,0.047011,0.5,2863,14,0,1,1,0,0,0,0,0,11971
2764,2764,2,1,3,0.047011,0.5,2864,14,0,1,1,0,0,0,0,0,11970
2765,2765,2,1,3,0.047011,0.5,2865,14,0,1,1,0,0,0,0,0,11969
2766,2766,2,1,3,0.047011,0.5,2866,14,0,1,1,0,0,0,0,0,11968
2767,2767,2,1,3,0.047011,0.5,2867,14,0.25,1,1.25,0,0,0,0,0,11967
2768,2768,2,1,3,0.047011,0.5,2868,14,0,1,1,0,0,0,0,0,11966
2769,2769,2,1,3,0.047011,0.5,2869,14,0.7,1,1.7,0,0,0,0,0,11965
2770,2770,2,1,3,0.047011,0.5,2870,14,0,1,1,0,0,0,0,0,11964
2771,2771,2,1,3,0.047011,0.5,2871,14,0,1,1,0,0,0,0,0,11963
2772,2772,2,1,3,0.047011,0.5,2872,14,0,1,1,0,0,0,0,0,11962
2773,2773,2,1,3,0.047011,0.5,2873,14,0.5,1,1.5,0,0,0,0,0,11961
2774,2774,2,1,3,0.047011,0.5,2874,14,0,1,1,0,0,0,0,0,11960
2775,2775,2,1,3,0.047011,0.5,2875,14,0.09,1,1.09,0,0,0,0,0,11959
2776,2776,2,1,3,0.047011,0.5,2876,14,0.1,1,1.1,0,0,0,0,0,11958
2777,2777,2,1,3,0.047011,0.5,2877,14,0.49,1,1.49,0,0,0,0,0,11957
2778,2778,2,1,3,0.047011,0.5,2878,14,0.3,1,1.3,0,0,0,0,0,11956
2779,2779,2,1,3,0.047011,0.5,2879,14,0.4592,1,1.4592,0,0,0,0,0,11955
2780,2780,2,1,3,0.047011,0.5,2880,14,0.46,1,1.46,0,0,0,0,0,11954
2781,2781,2,1,3,0.047011,0.5,2881,14,0,1,1,0,0,0,0,0,11953
2782,2782,2,1,3,0.058848,0.5,2882,14,0,1,1,0,0,0,0,0,12193
2783,2783,2,18,20,0.058848,0.061404,2883,14,0,-4.2747,-4.2747,2,0.814815,0.886364,2156,0,12192
2784,2784,2,1,3,0.033069,0.5,2884,14,0,1,1,0,0,0,0,0,12191
2785,2785,3,1,4,0.053666,0.5,2885,14,0.7929,1,1.7929,0,0,0,0,0,12179
2796,2796,2,7,9,0.033069,0.178571,2886,14,0.75,-1.1996,-0.4496,1,1,1,297,0,12180
2786,2786,2,1,3,0.033069,0.5,2887,14,0.75,1,1.75,0,0,0,0,0,12190
2787,2787,2,1,3,0.033069,0.5,2888,14,0.9457,1,1.9457,0,0,0,0,0,12189
2788,2788,3,1,4,0.053666,0.5,2889,14,0.75,1,1.75,0,0,0,0,0,12178
2789,2789,2,1,3,0.033069,0.5,2890,14,0.8333,1,1.8333,0,0,0,0,0,12188
2790,2790,2,3,5,0.033069,0.25,2891,14,0.733,-0.01,0.723,1,1,1,198,0,12187
2791,2791,2,1,3,0.033069,0.5,2892,14,0.859,1,1.859,0,0,0,0,0,12184
2792,2792,2,1,3,0.033069,0.5,2893,14,0.8582,1,1.8582,0,0,0,0,0,12183
2793,2793,2,1,3,0.033069,0.5,2894,14,0.846,1,1.846,0,0,0,0,0,12182
2794,2794,2,1,3,0.033069,0.5,2895,14,0.903,1,1.903,0,0,0,0,0,12181
2795,2795,3,1,4,0.053666,0.5,2896,14,0.73,1,1.73,0,0,0,0,0,12177
2797,2797,2,1,3,0.033069,0.5,2897,14,0.551,1,1.551,0,0,0,0,0,12173
2798,2798,2,1,3,0.033069,0.5,2898,14,0.8836,1,1.8836,0,0,0,0,0,12172
2799,2799,3,1,4,0.056824,0.333333,2899,14,0,1,1,0,0,0,0,0,12171
2800,2800,2,1,3,0.033069,0.5,2900,14,0,1,1,0,0,0,0,0,12170
2802,2802,2,3,5,0.033069,0.25,2901,35,0.0002,0.7696,0.7698,1,1,1,196,0,12057
2803,2803,3,2,5,0.250615,0.333333,2902,35,0,0,0,3,0.416667,0.5,290,0,1229
2804,2804,2,1,3,0.058848,0.5,2903,14,0,1,1,0,0,0,0,0,12054
2805,2805,2,1,3,0.058848,0.5,2904,14,0,1,1,0,0,0,0,0,12053
2806,2806,2,1,3,0.058848,0.5,2905,14,0,1,1,0,0,0,0,0,12052
2807,2807,2,2,4,0.058848,0.333333,2906,14,0,0,0,1,1,1,98,0,12051
2808,2808,2,1,3,0.033069,0.5,2907,14,0,1,1,0,0,0,0,0,12050
2809,2809,2,1,3,0.058848,0.5,2908,14,0,1,1,0,0,0,0,0,12049
2810,2810,2,1,3,0.058848,0.5,2909,14,0,1,1,0,0,0,0,0,12048
2811,2811,2,1,3,0.058848,0.5,2910,14,0,1,1,0,0,0,0,0,12047
2812,2812,2,1,3,0.058848,0.5,2911,14,0.773,1,1.773,0,0,0,0,0,12046
2813,2813,2,1,3,0.033616,0.5,2912,11,0,1,1,0,0,0,0,0,5508
2814,2814,2,1,3,0.033616,0.5,2913,11,0,1,1,0,0,0,0,0,5507
2815,2815,2,1,3,0.033616,0.5,2914,11,0.07,1,1.07,0,0,0,0,0,5506
2816,2816,3,2,5,0.094293,0.333333,2915,29,0.946,0.21,1.156,1,1,1,86,0,14473
2817,2817,3,1,4,0.069691,0.333333,2916,29,-0,1,1,0,0,0,0,0,9310
9496,9496,2,20,22,0.056724,0.047619,2917,29,0,-14.29,-14.29,1,1,1,1745.5,0,9311
2818,2818,2,1,3,0.064665,0.5,2918,11,0,1,1,0,0,0,0,0,14619
2819,2819,2,1,3,0.045065,0.5,2919,29,0,1,1,0,0,0,0,0,12910
2820,2820,2,1,3,0.045065,0.5,2920,29,0,1,1,0,0,0,0,0,12909
2821,2821,2,1,3,0.045065,0.5,2921,29,0,1,1,0,0,0,0,0,12908
2822,2822,2,1,3,0.045065,0.5,2922,29,0.7201,1,1.7201,0,0,0,0,0,12907
2823,2823,2,1,3,0.045065,0.5,2923,29,0,1,1,0,0,0,0,0,12906
2824,2824,2,1,3,0.045065,0.5,2924,29,0.0005,1,1.0005,0,0,0,0,0,12905
2825,2825,2,1,3,0.045065,0.5,2925,29,0.0129,1,1.0129,0,0,0,0,0,12904
2826,2826,2,1,3,0.045065,0.5,2926,29,0.0539,1,1.0539,0,0,0,0,0,12903
2827,2827,2,1,3,0.045065,0.5,2927,29,0.163,1,1.163,0,0,0,0,0,12902
2828,2828,2,1,3,0.045065,0.5,2928,29,0.0117,1,1.0117,0,0,0,0,0,12901
2829,2829,2,1,3,0.045065,0.5,2929,29,0.0539,1,1.0539,0,0,0,0,0,12900
2830,2830,2,1,3,0.045065,0.5,2930,29,0.51,1,1.51,0,0,0,0,0,12899
2831,2831,2,1,3,0.045065,0.5,2931,29,0.3582,1,1.3582,0,0,0,0,0,12898
2832,2832,2,1,3,0.045065,0.5,2932,29,0.0036,1,1.0036,0,0,0,0,0,12897
2833,2833,2,1,3,0.045065,0.5,2933,29,0,1,1,0,0,0,0,0,12896
2834,2834,2,1,3,0.045065,0.5,2934,29,0.0492,1,1.0492,0,0,0,0,0,12895
2835,2835,2,1,3,0.045065,0.5,2935,29,0.0775,1,1.0775,0,0,0,0,0,12894
2836,2836,2,1,3,0.045065,0.5,2936,29,0.0092,1,1.0092,0,0,0,0,0,12893
2837,2837,2,1,3,0.045065,0.5,2937,29,0.0722,1,1.0722,0,0,0,0,0,12892
2838,2838,2,1,3,0.045065,0.5,2938,29,0.5,1,1.5,0,0,0,0,0,12891
2839,2839,2,1,3,0.045065,0.5,2939,29,0.0006,1,1.0006,0,0,0,0,0,12890
2840,2840,2,1,3,0.045065,0.5,2940,29,0.0016,1,1.0016,0,0,0,0,0,12889
2841,2841,2,1,3,0.045065,0.5,2941,29,0.0702,1,1.0702,0,0,0,0,0,12888
2842,2842,2,1,3,0.045065,0.5,2942,29,0.03,1,1.03,0,0,0,0,0,12887
2843,2843,2,1,3,0.045065,0.5,2943,29,0.003,1,1.003,0,0,0,0,0,12886
2844,2844,2,1,3,0.045065,0.5,2944,29,0.573,1,1.573,0,0,0,0,0,12885
2845,2845,2,1,3,0.045065,0.5,2945,29,0.394,1,1.394,0,0,0,0,0,12884
2846,2846,2,1,3,0.045065,0.5,2946,29,0.264,1,1.264,0,0,0,0,0,12883
2847,2847,2,1,3,0.045065,0.5,2947,29,0.7322,1,1.7322,0,0,0,0,0,12882
2848,2848,2,1,3,0.045065,0.5,2948,29,0.0119,1,1.0119,0,0,0,0,0,12881
2849,2849,2,1,3,0.045065,0.5,2949,29,0.4501,1,1.4501,0,0,0,0,0,12880
2850,2850,2,1,3,0.045065,0.5,2950,29,0.0001,1,1.0001,0,0,0,0,0,12879
2851,2851,2,1,3,0.045065,0.5,2951,29,0.3179,1,1.3179,0,0,0,0,0,12878
2852,2852,2,1,3,0.045065,0.5,2952,29,0.0004,1,1.0004,0,0,0,0,0,12877
2853,2853,2,1,3,0.045065,0.5,2953,29,0.5,1,1.5,0,0,0,0,0,12876
2854,2854,2,1,3,0.045065,0.5,2954,29,0.01,1,1.01,0,0,0,0,0,12875
2855,2855,2,1,3,0.045065,0.5,2955,29,0.01,1,1.01,0,0,0,0,0,12874
2856,2856,2,1,3,0.045065,0.5,2956,29,0.0114,1,1.0114,0,0,0,0,0,12873
2857,2857,2,1,3,0.045065,0.5,2957,29,0.6176,1,1.6176,0,0,0,0,0,12872
2858,2858,2,1,3,0.045065,0.5,2958,29,0.0114,1,1.0114,0,0,0,0,0,12871
2859,2859,2,1,3,0.045065,0.5,2959,29,0.3179,1,1.3179,0,0,0,0,0,12870
2860,2860,2,1,3,0.045065,0.5,2960,29,0.3048,1,1.3048,0,0,0,0,0,12869
2861,2861,2,1,3,0.045065,0.5,2961,29,0.0001,1,1.0001,0,0,0,0,0,12868
2862,2862,2,1,3,0.045065,0.5,2962,29,0.3582,1,1.3582,0,0,0,0,0,12867
2863,2863,2,1,3,0.045065,0.5,2963,29,0.3582,1,1.3582,0,0,0,0,0,12866
2864,2864,2,1,3,0.045065,0.5,2964,29,0.0084,1,1.0084,0,0,0,0,0,12865
2865,2865,2,1,3,0.045065,0.5,2965,29,0.3376,1,1.3376,0,0,0,0,0,12864
2866,2866,2,1,3,0.045065,0.5,2966,29,0.0001,1,1.0001,0,0,0,0,0,12863
2867,2867,2,1,3,0.045065,0.5,2967,29,0.5,1,1.5,0,0,0,0,0,12862
2868,2868,2,1,3,0.045065,0.5,2968,29,0.0005,1,1.0005,0,0,0,0,0,12861
2869,2869,2,1,3,0.045065,0.5,2969,29,0.1226,1,1.1226,0,0,0,0,0,12860
2870,2870,2,1,3,0.045065,0.5,2970,29,0.1225,1,1.1225,0,0,0,0,0,12859
2871,2871,2,1,3,0.045065,0.5,2971,29,0,1,1,0,0,0,0,0,12858
2872,2872,2,1,3,0.045065,0.5,2972,29,0.1401,1,1.1401,0,0,0,0,0,12857
2873,2873,2,1,3,0.045065,0.5,2973,29,0.115,1,1.115,0,0,0,0,0,12856
2874,2874,2,1,3,0.045065,0.5,2974,29,0.05,1,1.05,0,0,0,0,0,12855
2875,2875,2,1,3,0.045065,0.5,2975,29,0,1,1,0,0,0,0,0,12854
2876,2876,2,1,3,0.045065,0.5,2976,29,0.0801,1,1.0801,0,0,0,0,0,12853
2877,2877,2,1,3,0.045065,0.5,2977,29,0.4001,1,1.4001,0,0,0,0,0,12852
2878,2878,2,1,3,0.045065,0.5,2978,29,0.0135,1,1.0135,0,0,0,0,0,12851
2879,2879,2,1,3,0.045065,0.5,2979,29,0,1,1,0,0,0,0,0,12850
2880,2880,2,1,3,0.045065,0.5,2980,29,0,1,1,0,0,0,0,0,12849
2881,2881,2,1,3,0.045065,0.5,2981,29,0.605,1,1.605,0,0,0,0,0,12848
2882,2882,2,1,3,0.045065,0.5,2982,29,0.0008,1,1.0008,0,0,0,0,0,12847
2883,2883,2,1,3,0.045065,0.5,2983,29,0.0024,1,1.0024,0,0,0,0,0,12846
2884,2884,2,1,3,0.045065,0.5,2984,29,0,1,1,0,0,0,0,0,12845
2885,2885,2,1,3,0.045065,0.5,2985,29,0.2,1,1.2,0,0,0,0,0,12844
2886,2886,2,1,3,0.045065,0.5,2986,29,0,1,1,0,0,0,0,0,12843
2887,2887,2,1,3,0.045065,0.5,2987,29,0.0107,1,1.0107,0,0,0,0,0,12842
2888,2888,2,1,3,0.045065,0.5,2988,29,0,1,1,0,0,0,0,0,12841
2889,2889,2,1,3,0.045065,0.5,2989,29,0,1,1,0,0,0,0,0,12840
2890,2890,2,1,3,0.045065,0.5,2990,29,0,1,1,0,0,0,0,0,12839
2891,2891,2,1,3,0.045065,0.5,2991,29,0,1,1,0,0,0,0,0,12838
2892,2892,2,1,3,0.045065,0.5,2992,29,0.8,1,1.8,0,0,0,0,0,12837
2893,2893,2,1,3,0.045065,0.5,2993,29,0.1558,1,1.1558,0,0,0,0,0,12836
2894,2894,2,1,3,0.045065,0.5,2994,29,0.4478,1,1.4478,0,0,0,0,0,12835
2895,2895,2,1,3,0.045065,0.5,2995,29,0.5059,1,1.5059,0,0,0,0,0,12834
2896,2896,2,1,3,0.045065,0.5,2996,29,0.0092,1,1.0092,0,0,0,0,0,12833
2897,2897,2,1,3,0.045065,0.5,2997,29,0.4634,1,1.4634,0,0,0,0,0,12832
2898,2898,2,1,3,0.045065,0.5,2998,29,0.238,1,1.238,0,0,0,0,0,12831
2899,2899,2,1,3,0.045065,0.5,2999,29,0.49,1,1.49,0,0,0,0,0,12830
2900,2900,2,1,3,0.045065,0.5,3000,29,0.9,1,1.9,0,0,0,0,0,12829
2901,2901,2,1,3,0.045065,0.5,3001,29,0.5001,1,1.5001,0,0,0,0,0,12828
2902,2902,2,1,3,0.045065,0.5,3002,29,0.5007,1,1.5007,0,0,0,0,0,12827
2903,2903,2,1,3,0.045065,0.5,3003,29,0.725,1,1.725,0,0,0,0,0,12826
2904,2904,2,1,3,0.045065,0.5,3004,29,0.5,1,1.5,0,0,0,0,0,12825
2905,2905,2,1,3,0.045065,0.5,3005,29,0.125,1,1.125,0,0,0,0,0,12824
2906,2906,2,1,3,0.045065,0.5,3006,29,0.0003,1,1.0003,0,0,0,0,0,12823
2907,2907,2,1,3,0.045065,0.5,3007,29,0,1,1,0,0,0,0,0,12822
2908,2908,2,1,3,0.045065,0.5,3008,29,0.2399,1,1.2399,0,0,0,0,0,12821
2909,2909,2,1,3,0.045065,0.5,3009,29,0.6,1,1.6,0,0,0,0,0,12820
2910,2910,2,1,3,0.045065,0.5,3010,29,0,1,1,0,0,0,0,0,12819
2911,2911,2,1,3,0.045065,0.5,3011,29,0,1,1,0,0,0,0,0,12818
2912,2912,2,1,3,0.045065,0.5,3012,29,0.0003,1,1.0003,0,0,0,0,0,12817
2913,2913,2,1,3,0.045065,0.5,3013,29,0.3502,1,1.3502,0,0,0,0,0,12816
2914,2914,2,1,3,0.045065,0.5,3014,29,0.3,1,1.3,0,0,0,0,0,12815
2915,2915,2,1,3,0.045065,0.5,3015,29,0.25,1,1.25,0,0,0,0,0,12814
2916,2916,2,1,3,0.045065,0.5,3016,29,0.2,1,1.2,0,0,0,0,0,12813
2917,2917,2,1,3,0.045065,0.5,3017,29,0.35,1,1.35,0,0,0,0,0,12812
2918,2918,2,1,3,0.045065,0.5,3018,29,0.9802,1,1.9802,0,0,0,0,0,12811
2919,2919,2,1,3,0.045065,0.5,3019,29,0.001,1,1.001,0,0,0,0,0,12810
2920,2920,2,1,3,0.045065,0.5,3020,29,0.26,1,1.26,0,0,0,0,0,12809
2921,2921,2,1,3,0.045065,0.5,3021,29,0,1,1,0,0,0,0,0,12808
2922,2922,2,1,3,0.045065,0.5,3022,29,0.0019,1,1.0019,0,0,0,0,0,12807
2923,2923,2,1,3,0.045065,0.5,3023,29,0.001,1,1.001,0,0,0,0,0,12806
2924,2924,2,1,3,0.045065,0.5,3024,29,0.0123,1,1.0123,0,0,0,0,0,12805
2925,2925,2,1,3,0.045065,0.5,3025,29,0.0003,1,1.0003,0,0,0,0,0,12804
2926,2926,2,1,3,0.045065,0.5,3026,29,0,1,1,0,0,0,0,0,12803
2927,2927,2,1,3,0.045065,0.5,3027,29,0,1,1,0,0,0,0,0,12802
2928,2928,2,1,3,0.045065,0.5,3028,29,0.3179,1,1.3179,0,0,0,0,0,12801
2929,2929,2,1,3,0.045065,0.5,3029,29,0.3181,1,1.3181,0,0,0,0,0,12800
2930,2930,2,1,3,0.045065,0.5,3030,29,0.318,1,1.318,0,0,0,0,0,12799
2931,2931,2,1,3,0.045065,0.5,3031,29,0.318,1,1.318,0,0,0,0,0,12798
2932,2932,2,1,3,0.045065,0.5,3032,29,0.318,1,1.318,0,0,0,0,0,12797
2933,2933,2,1,3,0.045065,0.5,3033,29,0.3182,1,1.3182,0,0,0,0,0,12796
2934,2934,2,1,3,0.045065,0.5,3034,29,0.3181,1,1.3181,0,0,0,0,0,12795
2935,2935,2,1,3,0.045065,0.5,3035,29,0.3179,1,1.3179,0,0,0,0,0,12794
2936,2936,2,1,3,0.045065,0.5,3036,29,0.318,1,1.318,0,0,0,0,0,12793
2937,2937,2,1,3,0.045065,0.5,3037,29,0.318,1,1.318,0,0,0,0,0,12792
2938,2938,2,1,3,0.045065,0.5,3038,29,0.318,1,1.318,0,0,0,0,0,12791
2939,2939,2,1,3,0.045065,0.5,3039,29,0.3182,1,1.3182,0,0,0,0,0,12790
2940,2940,2,1,3,0.045065,0.5,3040,29,0.3184,1,1.3184,0,0,0,0,0,12789
2941,2941,2,1,3,0.045065,0.5,3041,29,0.2639,1,1.2639,0,0,0,0,0,12788
2942,2942,2,1,3,0.045065,0.5,3042,29,0.3213,1,1.3213,0,0,0,0,0,12787
2943,2943,2,1,3,0.045065,0.5,3043,29,0.318,1,1.318,0,0,0,0,0,12786
2944,2944,2,1,3,0.045065,0.5,3044,29,0.2637,1,1.2637,0,0,0,0,0,12785
2945,2945,2,1,3,0.045065,0.5,3045,29,0.3179,1,1.3179,0,0,0,0,0,12784
2946,2946,2,1,3,0.045065,0.5,3046,29,0.3179,1,1.3179,0,0,0,0,0,12783
2947,2947,2,1,3,0.045065,0.5,3047,29,0.3862,1,1.3862,0,0,0,0,0,12782
2948,2948,2,1,3,0.045065,0.5,3048,29,0.3182,1,1.3182,0,0,0,0,0,12781
2949,2949,2,1,3,0.045065,0.5,3049,29,0.3179,1,1.3179,0,0,0,0,0,12780
2950,2950,2,1,3,0.045065,0.5,3050,29,0.3182,1,1.3182,0,0,0,0,0,12779
2951,2951,2,1,3,0.045065,0.5,3051,29,0.318,1,1.318,0,0,0,0,0,12778
2952,2952,2,1,3,0.045065,0.5,3052,29,0.6589,1,1.6589,0,0,0,0,0,12777
2953,2953,2,1,3,0.045065,0.5,3053,29,0.3181,1,1.3181,0,0,0,0,0,12776
2954,2954,2,1,3,0.045065,0.5,3054,29,0.3188,1,1.3188,0,0,0,0,0,12775
2955,2955,2,1,3,0.045065,0.5,3055,29,0.318,1,1.318,0,0,0,0,0,12774
2956,2956,2,1,3,0.045065,0.5,3056,29,0.318,1,1.318,0,0,0,0,0,12773
2957,2957,2,1,3,0.045065,0.5,3057,29,0.3179,1,1.3179,0,0,0,0,0,12772
2958,2958,2,1,3,0.045065,0.5,3058,29,0.3179,1,1.3179,0,0,0,0,0,12771
2959,2959,2,1,3,0.045065,0.5,3059,29,0.3179,1,1.3179,0,0,0,0,0,12770
2960,2960,2,1,3,0.045065,0.5,3060,29,0,1,1,0,0,0,0,0,12769
2961,2961,2,1,3,0.045065,0.5,3061,29,0,1,1,0,0,0,0,0,12768
2962,2962,2,1,3,0.045065,0.5,3062,29,0.0477,1,1.0477,0,0,0,0,0,12767
2963,2963,2,1,3,0.045065,0.5,3063,29,0.0249,1,1.0249,0,0,0,0,0,12766
2964,2964,2,1,3,0.045065,0.5,3064,29,0,1,1,0,0,0,0,0,12765
2965,2965,2,1,3,0.045065,0.5,3065,29,0.05,1,1.05,0,0,0,0,0,12764
2966,2966,2,1,3,0.045065,0.5,3066,29,0.0003,1,1.0003,0,0,0,0,0,12763
2967,2967,2,1,3,0.045065,0.5,3067,29,0.199,1,1.199,0,0,0,0,0,12762
2968,2968,2,1,3,0.045065,0.5,3068,29,0,1,1,0,0,0,0,0,12761
2969,2969,2,1,3,0.045065,0.5,3069,29,0.0016,1,1.0016,0,0,0,0,0,12760
2970,2970,2,1,3,0.045065,0.5,3070,29,0.0012,1,1.0012,0,0,0,0,0,12759
2971,2971,2,1,3,0.045065,0.5,3071,29,0.0183,1,1.0183,0,0,0,0,0,12758
2972,2972,2,1,3,0.045065,0.5,3072,29,0,1,1,0,0,0,0,0,12757
2973,2973,2,1,3,0.045065,0.5,3073,29,0.0008,1,1.0008,0,0,0,0,0,12756
2974,2974,2,1,3,0.045065,0.5,3074,29,0.0012,1,1.0012,0,0,0,0,0,12755
2975,2975,2,1,3,0.045065,0.5,3075,29,0.0119,1,1.0119,0,0,0,0,0,12754
2976,2976,2,1,3,0.045065,0.5,3076,29,0.0002,1,1.0002,0,0,0,0,0,12753
2977,2977,2,1,3,0.045065,0.5,3077,29,0.0114,1,1.0114,0,0,0,0,0,12752
2978,2978,2,1,3,0.045065,0.5,3078,29,0.0114,1,1.0114,0,0,0,0,0,12751
2979,2979,2,1,3,0.045065,0.5,3079,29,0,1,1,0,0,0,0,0,12750
2980,2980,2,1,3,0.045065,0.5,3080,29,0.0114,1,1.0114,0,0,0,0,0,12749
2981,2981,2,1,3,0.045065,0.5,3081,29,0.3179,1,1.3179,0,0,0,0,0,12748
2982,2982,2,1,3,0.045065,0.5,3082,29,0.3179,1,1.3179,0,0,0,0,0,12747
2983,2983,2,1,3,0.045065,0.5,3083,29,0.3179,1,1.3179,0,0,0,0,0,12746
2984,2984,2,1,3,0.045065,0.5,3084,29,0.1301,1,1.1301,0,0,0,0,0,12745
2985,2985,2,1,3,0.045065,0.5,3085,29,0,1,1,0,0,0,0,0,12744
2986,2986,2,1,3,0.045065,0.5,3086,29,0,1,1,0,0,0,0,0,12743
2987,2987,2,1,3,0.045065,0.5,3087,29,0.0113,1,1.0113,0,0,0,0,0,12742
2988,2988,2,1,3,0.045065,0.5,3088,29,0.0491,1,1.0491,0,0,0,0,0,12741
2989,2989,2,1,3,0.045065,0.5,3089,29,0,1,1,0,0,0,0,0,12740
2990,2990,2,1,3,0.045065,0.5,3090,29,0.0205,1,1.0205,0,0,0,0,0,12739
2991,2991,2,1,3,0.045065,0.5,3091,29,0.3179,1,1.3179,0,0,0,0,0,12738
2992,2992,2,1,3,0.045065,0.5,3092,29,0.8098,1,1.8098,0,0,0,0,0,12737
2993,2993,2,1,3,0.045065,0.5,3093,29,0.0722,1,1.0722,0,0,0,0,0,12736
2994,2994,2,1,3,0.045065,0.5,3094,29,0.0001,1,1.0001,0,0,0,0,0,12735
2995,2995,2,1,3,0.045065,0.5,3095,29,0.0007,1,1.0007,0,0,0,0,0,12734
2996,2996,2,1,3,0.045065,0.5,3096,29,0.5,1,1.5,0,0,0,0,0,12733
2997,2997,2,1,3,0.045065,0.5,3097,29,0.5,1,1.5,0,0,0,0,0,12732
2998,2998,2,1,3,0.045065,0.5,3098,29,0.5,1,1.5,0,0,0,0,0,12731
2999,2999,2,1,3,0.045065,0.5,3099,29,0.65,1,1.65,0,0,0,0,0,12730
3000,3000,2,1,3,0.045065,0.5,3100,29,0.5,1,1.5,0,0,0,0,0,12729
3001,3001,2,1,3,0.045065,0.5,3101,29,0.5,1,1.5,0,0,0,0,0,12728
3002,3002,2,1,3,0.045065,0.5,3102,29,0,1,1,0,0,0,0,0,12727
3003,3003,2,1,3,0.045065,0.5,3103,29,0,1,1,0,0,0,0,0,12726
3004,3004,2,1,3,0.045065,0.5,3104,29,0,1,1,0,0,0,0,0,12725
3005,3005,2,1,3,0.045065,0.5,3105,29,0,1,1,0,0,0,0,0,12724
3006,3006,2,1,3,0.045065,0.5,3106,29,0.0673,1,1.0673,0,0,0,0,0,12723
3007,3007,2,1,3,0.045065,0.5,3107,29,0.1074,1,1.1074,0,0,0,0,0,12722
3008,3008,2,1,3,0.045065,0.5,3108,29,0.0012,1,1.0012,0,0,0,0,0,12721
3009,3009,2,1,3,0.045065,0.5,3109,29,0.04,1,1.04,0,0,0,0,0,12720
3010,3010,2,1,3,0.045065,0.5,3110,29,0.5118,1,1.5118,0,0,0,0,0,12719
3011,3011,2,1,3,0.045065,0.5,3111,29,0.5118,1,1.5118,0,0,0,0,0,12718
3012,3012,2,1,3,0.045065,0.5,3112,29,0.0682,1,1.0682,0,0,0,0,0,12717
3013,3013,2,1,3,0.045065,0.5,3113,29,0.25,1,1.25,0,0,0,0,0,12716
3014,3014,2,1,3,0.045065,0.5,3114,29,0.0539,1,1.0539,0,0,0,0,0,12715
3015,3015,2,1,3,0.045065,0.5,3115,29,0.0525,1,1.0525,0,0,0,0,0,12714
3016,3016,2,1,3,0.045065,0.5,3116,29,0.0539,1,1.0539,0,0,0,0,0,12713
3017,3017,2,1,3,0.045065,0.5,3117,29,0,1,1,0,0,0,0,0,12712
3018,3018,2,1,3,0.045065,0.5,3118,29,0.025,1,1.025,0,0,0,0,0,12711
3019,3019,2,1,3,0.045065,0.5,3119,29,0,1,1,0,0,0,0,0,12710
3020,3020,2,1,3,0.045065,0.5,3120,29,0,1,1,0,0,0,0,0,12709
3021,3021,2,1,3,0.045065,0.5,3121,29,0,1,1,0,0,0,0,0,12708
3022,3022,2,1,3,0.045065,0.5,3122,29,0,1,1,0,0,0,0,0,12707
3023,3023,2,1,3,0.045065,0.5,3123,29,0,1,1,0,0,0,0,0,12706
3024,3024,2,1,3,0.045065,0.5,3124,29,0.49,1,1.49,0,0,0,0,0,12705
3025,3025,2,1,3,0.045065,0.5,3125,29,0.003,1,1.003,0,0,0,0,0,12704
3026,3026,2,1,3,0.045065,0.5,3126,29,0,1,1,0,0,0,0,0,12703
3027,3027,2,1,3,0.045065,0.5,3127,29,0.003,1,1.003,0,0,0,0,0,12702
3028,3028,2,1,3,0.045065,0.5,3128,29,0.003,1,1.003,0,0,0,0,0,12701
3029,3029,2,1,3,0.045065,0.5,3129,29,0,1,1,0,0,0,0,0,12700
3030,3030,2,1,3,0.045065,0.5,3130,29,0,1,1,0,0,0,0,0,12699
3031,3031,2,1,3,0.045065,0.5,3131,29,0.003,1,1.003,0,0,0,0,0,12698
3032,3032,2,1,3,0.045065,0.5,3132,29,0,1,1,0,0,0,0,0,12697
3033,3033,2,1,3,0.045065,0.5,3133,29,0.003,1,1.003,0,0,0,0,0,12696
3034,3034,2,1,3,0.045065,0.5,3134,29,0,1,1,0,0,0,0,0,12695
